Accession	Virus_Name	NCBI_Taxonomy	Viruses	Realm	Kingdom	Phylum	Subphylum	Class	Subclass	Order	Suborder	Family	Subfamily	Genus	Subgenus	Species
YP_009553663	Blackcurrant leafroll-associated virus 1	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Closteroviridae;Closterovirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Martellivirales	-	Closteroviridae	-	Closterovirus	-	-
YP_009553664	Blackcurrant leafroll-associated virus 1	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Closteroviridae;Closterovirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Martellivirales	-	Closteroviridae	-	Closterovirus	-	-
YP_009553666	Blackcurrant leafroll-associated virus 1	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Closteroviridae;Closterovirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Martellivirales	-	Closteroviridae	-	Closterovirus	-	-
YP_009553667	Blackcurrant leafroll-associated virus 1	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Closteroviridae;Closterovirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Martellivirales	-	Closteroviridae	-	Closterovirus	-	-
YP_009553668	Blackcurrant leafroll-associated virus 1	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Closteroviridae;Closterovirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Martellivirales	-	Closteroviridae	-	Closterovirus	-	-
YP_009553669	Pinus nigra virus 1	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Caulimoviridae	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
YP_009553670	Potexvirus sp.	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Alphaflexiviridae;Potexvirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Alphaflexiviridae	-	Potexvirus	-	-
YP_009553671	Potexvirus sp.	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Alphaflexiviridae;Potexvirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Alphaflexiviridae	-	Potexvirus	-	-
YP_009553672	Potexvirus sp.	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Alphaflexiviridae;Potexvirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Alphaflexiviridae	-	Potexvirus	-	-
YP_009553673	Potexvirus sp.	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Alphaflexiviridae;Potexvirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Alphaflexiviridae	-	Potexvirus	-	-
YP_009553678	Rhizophagus diaphanum mitovirus 1	Viruses;Riboviria;Orthornavirae;Lenarviricota;Howeltoviricetes;Cryppavirales;Mitoviridae;Mitovirus	Viruses	Riboviria	Orthornavirae	Lenarviricota	-	Howeltoviricetes	-	Cryppavirales	-	Mitoviridae	-	-	-	-
YP_009553680	Ustilaginoidea virens nonsegmented virus 2	Viruses;Riboviria;dsRNA viruses	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
YP_009553738	Guangxi orbivirus	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae;Orbivirus	Viruses	Riboviria	Orthornavirae	Duplornaviricota	-	Resentoviricetes	-	Reovirales	-	Sedoreoviridae	-	Orbivirus	-	-
YP_009555233	Norovirus GII	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;Norwalk virus	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Pisoniviricetes	-	Picornavirales	-	Caliciviridae	-	Norovirus	-	Norwalk virus
YP_009555234	Norovirus GII	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;Norwalk virus	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Pisoniviricetes	-	Picornavirales	-	Caliciviridae	-	Norovirus	-	Norwalk virus
YP_009555232	Norovirus GII	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;Norwalk virus	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Pisoniviricetes	-	Picornavirales	-	Caliciviridae	-	Norovirus	-	Norwalk virus
YP_009555238	Human coronavirus OC43	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Betacoronavirus 1	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Pisoniviricetes	-	Nidovirales	Cornidovirineae	Coronaviridae	Orthocoronavirinae	Betacoronavirus	Embecovirus	Betacoronavirus 1
YP_009555239	Human coronavirus OC43	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Betacoronavirus 1	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Pisoniviricetes	-	Nidovirales	Cornidovirineae	Coronaviridae	Orthocoronavirinae	Betacoronavirus	Embecovirus	Betacoronavirus 1
YP_009555240	Human coronavirus OC43	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Betacoronavirus 1	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Pisoniviricetes	-	Nidovirales	Cornidovirineae	Coronaviridae	Orthocoronavirinae	Betacoronavirus	Embecovirus	Betacoronavirus 1
YP_009555241	Human coronavirus OC43	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Betacoronavirus 1	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Pisoniviricetes	-	Nidovirales	Cornidovirineae	Coronaviridae	Orthocoronavirinae	Betacoronavirus	Embecovirus	Betacoronavirus 1
YP_009555242	Human coronavirus OC43	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Betacoronavirus 1	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Pisoniviricetes	-	Nidovirales	Cornidovirineae	Coronaviridae	Orthocoronavirinae	Betacoronavirus	Embecovirus	Betacoronavirus 1
YP_009555244	Human coronavirus OC43	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Betacoronavirus 1	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Pisoniviricetes	-	Nidovirales	Cornidovirineae	Coronaviridae	Orthocoronavirinae	Betacoronavirus	Embecovirus	Betacoronavirus 1
YP_009555245	Human coronavirus OC43	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Betacoronavirus;Embecovirus;Betacoronavirus 1	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Pisoniviricetes	-	Nidovirales	Cornidovirineae	Coronaviridae	Orthocoronavirinae	Betacoronavirus	Embecovirus	Betacoronavirus 1
YP_009590640	Hepatitis C virus (isolate H77)	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae;Hepacivirus;Hepacivirus hominis	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Flasuviricetes	-	Amarillovirales	-	Flaviviridae	-	Hepacivirus	-	Hepacivirus hominis
YP_009618366	Pseudomonas phage phiNN	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Vidaverviricetes;Mindivirales;Cystoviridae;Cystovirus;Cystovirus phiNN	Viruses	Riboviria	Orthornavirae	Duplornaviricota	-	Vidaverviricetes	-	Mindivirales	-	Cystoviridae	-	Cystovirus	-	Cystovirus phiNN
YP_009618367	Pseudomonas phage phiNN	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Vidaverviricetes;Mindivirales;Cystoviridae;Cystovirus;Cystovirus phiNN	Viruses	Riboviria	Orthornavirae	Duplornaviricota	-	Vidaverviricetes	-	Mindivirales	-	Cystoviridae	-	Cystovirus	-	Cystovirus phiNN
YP_009618368	Pseudomonas phage phiNN	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Vidaverviricetes;Mindivirales;Cystoviridae;Cystovirus;Cystovirus phiNN	Viruses	Riboviria	Orthornavirae	Duplornaviricota	-	Vidaverviricetes	-	Mindivirales	-	Cystoviridae	-	Cystovirus	-	Cystovirus phiNN
YP_009618369	Pseudomonas phage phiNN	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Vidaverviricetes;Mindivirales;Cystoviridae;Cystovirus;Cystovirus phiNN	Viruses	Riboviria	Orthornavirae	Duplornaviricota	-	Vidaverviricetes	-	Mindivirales	-	Cystoviridae	-	Cystovirus	-	Cystovirus phiNN
YP_009618370	Pseudomonas phage phiNN	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Vidaverviricetes;Mindivirales;Cystoviridae;Cystovirus;Cystovirus phiNN	Viruses	Riboviria	Orthornavirae	Duplornaviricota	-	Vidaverviricetes	-	Mindivirales	-	Cystoviridae	-	Cystovirus	-	Cystovirus phiNN
YP_009618372	Pseudomonas phage phiNN	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Vidaverviricetes;Mindivirales;Cystoviridae;Cystovirus;Cystovirus phiNN	Viruses	Riboviria	Orthornavirae	Duplornaviricota	-	Vidaverviricetes	-	Mindivirales	-	Cystoviridae	-	Cystovirus	-	Cystovirus phiNN
YP_009618373	Pseudomonas phage phiNN	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Vidaverviricetes;Mindivirales;Cystoviridae;Cystovirus;Cystovirus phiNN	Viruses	Riboviria	Orthornavirae	Duplornaviricota	-	Vidaverviricetes	-	Mindivirales	-	Cystoviridae	-	Cystovirus	-	Cystovirus phiNN
YP_009618374	Pseudomonas phage phiNN	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Vidaverviricetes;Mindivirales;Cystoviridae;Cystovirus;Cystovirus phiNN	Viruses	Riboviria	Orthornavirae	Duplornaviricota	-	Vidaverviricetes	-	Mindivirales	-	Cystoviridae	-	Cystovirus	-	Cystovirus phiNN
YP_009618371	Pseudomonas phage phiNN	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Vidaverviricetes;Mindivirales;Cystoviridae;Cystovirus;Cystovirus phiNN	Viruses	Riboviria	Orthornavirae	Duplornaviricota	-	Vidaverviricetes	-	Mindivirales	-	Cystoviridae	-	Cystovirus	-	Cystovirus phiNN
YP_009618375	Pseudomonas phage phiNN	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Vidaverviricetes;Mindivirales;Cystoviridae;Cystovirus;Cystovirus phiNN	Viruses	Riboviria	Orthornavirae	Duplornaviricota	-	Vidaverviricetes	-	Mindivirales	-	Cystoviridae	-	Cystovirus	-	Cystovirus phiNN
YP_009618376	Pseudomonas phage phiNN	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Vidaverviricetes;Mindivirales;Cystoviridae;Cystovirus;Cystovirus phiNN	Viruses	Riboviria	Orthornavirae	Duplornaviricota	-	Vidaverviricetes	-	Mindivirales	-	Cystoviridae	-	Cystovirus	-	Cystovirus phiNN
YP_009618377	Pseudomonas phage phiNN	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Vidaverviricetes;Mindivirales;Cystoviridae;Cystovirus;Cystovirus phiNN	Viruses	Riboviria	Orthornavirae	Duplornaviricota	-	Vidaverviricetes	-	Mindivirales	-	Cystoviridae	-	Cystovirus	-	Cystovirus phiNN
YP_009618378	Pseudomonas phage phiNN	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Vidaverviricetes;Mindivirales;Cystoviridae;Cystovirus;Cystovirus phiNN	Viruses	Riboviria	Orthornavirae	Duplornaviricota	-	Vidaverviricetes	-	Mindivirales	-	Cystoviridae	-	Cystovirus	-	Cystovirus phiNN
YP_009618379	Pseudomonas phage phiYY	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Vidaverviricetes;Mindivirales;Cystoviridae;Cystovirus;Cystovirus phiYY	Viruses	Riboviria	Orthornavirae	Duplornaviricota	-	Vidaverviricetes	-	Mindivirales	-	Cystoviridae	-	Cystovirus	-	Cystovirus phiYY
YP_009618380	Pseudomonas phage phiYY	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Vidaverviricetes;Mindivirales;Cystoviridae;Cystovirus;Cystovirus phiYY	Viruses	Riboviria	Orthornavirae	Duplornaviricota	-	Vidaverviricetes	-	Mindivirales	-	Cystoviridae	-	Cystovirus	-	Cystovirus phiYY
YP_009618381	Pseudomonas phage phiYY	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Vidaverviricetes;Mindivirales;Cystoviridae;Cystovirus;Cystovirus phiYY	Viruses	Riboviria	Orthornavirae	Duplornaviricota	-	Vidaverviricetes	-	Mindivirales	-	Cystoviridae	-	Cystovirus	-	Cystovirus phiYY
YP_009618382	Pseudomonas phage phiYY	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Vidaverviricetes;Mindivirales;Cystoviridae;Cystovirus;Cystovirus phiYY	Viruses	Riboviria	Orthornavirae	Duplornaviricota	-	Vidaverviricetes	-	Mindivirales	-	Cystoviridae	-	Cystovirus	-	Cystovirus phiYY
YP_009618383	Pseudomonas phage phiYY	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Vidaverviricetes;Mindivirales;Cystoviridae;Cystovirus;Cystovirus phiYY	Viruses	Riboviria	Orthornavirae	Duplornaviricota	-	Vidaverviricetes	-	Mindivirales	-	Cystoviridae	-	Cystovirus	-	Cystovirus phiYY
YP_009618384	Pseudomonas phage phiYY	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Vidaverviricetes;Mindivirales;Cystoviridae;Cystovirus;Cystovirus phiYY	Viruses	Riboviria	Orthornavirae	Duplornaviricota	-	Vidaverviricetes	-	Mindivirales	-	Cystoviridae	-	Cystovirus	-	Cystovirus phiYY
YP_009618385	Pseudomonas phage phiYY	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Vidaverviricetes;Mindivirales;Cystoviridae;Cystovirus;Cystovirus phiYY	Viruses	Riboviria	Orthornavirae	Duplornaviricota	-	Vidaverviricetes	-	Mindivirales	-	Cystoviridae	-	Cystovirus	-	Cystovirus phiYY
YP_009618386	Pseudomonas phage phiYY	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Vidaverviricetes;Mindivirales;Cystoviridae;Cystovirus;Cystovirus phiYY	Viruses	Riboviria	Orthornavirae	Duplornaviricota	-	Vidaverviricetes	-	Mindivirales	-	Cystoviridae	-	Cystovirus	-	Cystovirus phiYY
YP_009618387	Pseudomonas phage phiYY	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Vidaverviricetes;Mindivirales;Cystoviridae;Cystovirus;Cystovirus phiYY	Viruses	Riboviria	Orthornavirae	Duplornaviricota	-	Vidaverviricetes	-	Mindivirales	-	Cystoviridae	-	Cystovirus	-	Cystovirus phiYY
YP_009618388	Pseudomonas phage phiYY	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Vidaverviricetes;Mindivirales;Cystoviridae;Cystovirus;Cystovirus phiYY	Viruses	Riboviria	Orthornavirae	Duplornaviricota	-	Vidaverviricetes	-	Mindivirales	-	Cystoviridae	-	Cystovirus	-	Cystovirus phiYY
YP_009618389	Pseudomonas phage phiYY	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Vidaverviricetes;Mindivirales;Cystoviridae;Cystovirus;Cystovirus phiYY	Viruses	Riboviria	Orthornavirae	Duplornaviricota	-	Vidaverviricetes	-	Mindivirales	-	Cystoviridae	-	Cystovirus	-	Cystovirus phiYY
YP_009618390	Pseudomonas phage phiYY	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Vidaverviricetes;Mindivirales;Cystoviridae;Cystovirus;Cystovirus phiYY	Viruses	Riboviria	Orthornavirae	Duplornaviricota	-	Vidaverviricetes	-	Mindivirales	-	Cystoviridae	-	Cystovirus	-	Cystovirus phiYY
YP_009618391	Pseudomonas phage phiYY	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Vidaverviricetes;Mindivirales;Cystoviridae;Cystovirus;Cystovirus phiYY	Viruses	Riboviria	Orthornavirae	Duplornaviricota	-	Vidaverviricetes	-	Mindivirales	-	Cystoviridae	-	Cystovirus	-	Cystovirus phiYY
YP_009618392	Pseudomonas phage phiYY	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Vidaverviricetes;Mindivirales;Cystoviridae;Cystovirus;Cystovirus phiYY	Viruses	Riboviria	Orthornavirae	Duplornaviricota	-	Vidaverviricetes	-	Mindivirales	-	Cystoviridae	-	Cystovirus	-	Cystovirus phiYY
YP_009618393	Pseudomonas phage phiYY	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Vidaverviricetes;Mindivirales;Cystoviridae;Cystovirus;Cystovirus phiYY	Viruses	Riboviria	Orthornavirae	Duplornaviricota	-	Vidaverviricetes	-	Mindivirales	-	Cystoviridae	-	Cystovirus	-	Cystovirus phiYY
YP_009618394	Pseudomonas phage phiYY	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Vidaverviricetes;Mindivirales;Cystoviridae;Cystovirus;Cystovirus phiYY	Viruses	Riboviria	Orthornavirae	Duplornaviricota	-	Vidaverviricetes	-	Mindivirales	-	Cystoviridae	-	Cystovirus	-	Cystovirus phiYY
YP_009618395	Pseudomonas phage phiYY	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Vidaverviricetes;Mindivirales;Cystoviridae;Cystovirus;Cystovirus phiYY	Viruses	Riboviria	Orthornavirae	Duplornaviricota	-	Vidaverviricetes	-	Mindivirales	-	Cystoviridae	-	Cystovirus	-	Cystovirus phiYY
YP_009618396	Pseudomonas phage phiYY	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Vidaverviricetes;Mindivirales;Cystoviridae;Cystovirus;Cystovirus phiYY	Viruses	Riboviria	Orthornavirae	Duplornaviricota	-	Vidaverviricetes	-	Mindivirales	-	Cystoviridae	-	Cystovirus	-	Cystovirus phiYY
YP_009640124	Escherichia phage MS2	Viruses;Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Norzivirales;Fiersviridae;Emesvirus;Emesvirus zinderi	Viruses	Riboviria	Orthornavirae	Lenarviricota	-	Leviviricetes	-	Norzivirales	-	Fiersviridae	-	Emesvirus	-	Emesvirus zinderi
YP_009640125	Escherichia phage MS2	Viruses;Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Norzivirales;Fiersviridae;Emesvirus;Emesvirus zinderi	Viruses	Riboviria	Orthornavirae	Lenarviricota	-	Leviviricetes	-	Norzivirales	-	Fiersviridae	-	Emesvirus	-	Emesvirus zinderi
