Accession	Virus_Name	NCBI_Taxonomy	Viruses	Realm	Kingdom	Phylum	Subphylum	Class	Subclass	Order	Suborder	Family	Subfamily	Genus	Subgenus	Species
YP_002117529	Cycad leaf necrosis virus	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Caulimoviridae;Badnavirus;Badnavirus necrozamiae	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
YP_002117530	Cycad leaf necrosis virus	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Caulimoviridae;Badnavirus;Badnavirus necrozamiae	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
YP_002117531	Cycad leaf necrosis virus	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Caulimoviridae;Badnavirus;Badnavirus necrozamiae	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
YP_002117834	Cocksfoot mild mosaic virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Tolucaviricetes;Tolivirales;Tombusviridae;Procedovirinae;Panicovirus;Panicovirus dactylis	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Tolucaviricetes	-	Tolivirales	-	Tombusviridae	Procedovirinae	Panicovirus	-	Panicovirus dactylis
YP_002117836	Cocksfoot mild mosaic virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Tolucaviricetes;Tolivirales;Tombusviridae;Procedovirinae;Panicovirus;Panicovirus dactylis	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Tolucaviricetes	-	Tolivirales	-	Tombusviridae	Procedovirinae	Panicovirus	-	Panicovirus dactylis
YP_002117837	Cocksfoot mild mosaic virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Tolucaviricetes;Tolivirales;Tombusviridae;Procedovirinae;Panicovirus;Panicovirus dactylis	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Tolucaviricetes	-	Tolivirales	-	Tombusviridae	Procedovirinae	Panicovirus	-	Panicovirus dactylis
YP_002117838	Cocksfoot mild mosaic virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Tolucaviricetes;Tolivirales;Tombusviridae;Procedovirinae;Panicovirus;Panicovirus dactylis	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Tolucaviricetes	-	Tolivirales	-	Tombusviridae	Procedovirinae	Panicovirus	-	Panicovirus dactylis
YP_002117839	Cocksfoot mild mosaic virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Tolucaviricetes;Tolivirales;Tombusviridae;Procedovirinae;Panicovirus;Panicovirus dactylis	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Tolucaviricetes	-	Tolivirales	-	Tombusviridae	Procedovirinae	Panicovirus	-	Panicovirus dactylis
YP_002117775	Grapevine virus E	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Betaflexiviridae;Trivirinae;Vitivirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Betaflexiviridae	Trivirinae	Vitivirus	-	-
YP_002117776	Grapevine virus E	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Betaflexiviridae;Trivirinae;Vitivirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Betaflexiviridae	Trivirinae	Vitivirus	-	-
YP_002117777	Grapevine virus E	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Betaflexiviridae;Trivirinae;Vitivirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Betaflexiviridae	Trivirinae	Vitivirus	-	-
YP_002117778	Grapevine virus E	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Betaflexiviridae;Trivirinae;Vitivirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Betaflexiviridae	Trivirinae	Vitivirus	-	-
YP_002117779	Grapevine virus E	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Betaflexiviridae;Trivirinae;Vitivirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Betaflexiviridae	Trivirinae	Vitivirus	-	-
NP_524560	Pseudomonas phage phi8	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Vidaverviricetes;Mindivirales;Cystoviridae;Cystovirus;Cystovirus phi8	Viruses	Riboviria	Orthornavirae	Duplornaviricota	-	Vidaverviricetes	-	Mindivirales	-	Cystoviridae	-	Cystovirus	-	Cystovirus phi8
YP_002128391	Pseudomonas phage phi8	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Vidaverviricetes;Mindivirales;Cystoviridae;Cystovirus;Cystovirus phi8	Viruses	Riboviria	Orthornavirae	Duplornaviricota	-	Vidaverviricetes	-	Mindivirales	-	Cystoviridae	-	Cystovirus	-	Cystovirus phi8
YP_002128392	Pseudomonas phage phi8	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Vidaverviricetes;Mindivirales;Cystoviridae;Cystovirus;Cystovirus phi8	Viruses	Riboviria	Orthornavirae	Duplornaviricota	-	Vidaverviricetes	-	Mindivirales	-	Cystoviridae	-	Cystovirus	-	Cystovirus phi8
YP_002128393	Pseudomonas phage phi8	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Vidaverviricetes;Mindivirales;Cystoviridae;Cystovirus;Cystovirus phi8	Viruses	Riboviria	Orthornavirae	Duplornaviricota	-	Vidaverviricetes	-	Mindivirales	-	Cystoviridae	-	Cystovirus	-	Cystovirus phi8
YP_002158823	Mikania micrantha mosaic virus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Secoviridae;Comovirinae;Fabavirus;Fabavirus gentianae	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Pisoniviricetes	-	Picornavirales	-	Secoviridae	Comovirinae	Fabavirus	-	Fabavirus gentianae
YP_002158824	Mikania micrantha mosaic virus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Secoviridae;Comovirinae;Fabavirus;Fabavirus gentianae	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Pisoniviricetes	-	Picornavirales	-	Secoviridae	Comovirinae	Fabavirus	-	Fabavirus gentianae
YP_002158812	Sowbane mosaic virus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Sobelivirales;Solemoviridae;Sobemovirus	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Pisoniviricetes	-	Sobelivirales	-	Solemoviridae	-	Sobemovirus	-	-
YP_002158814	Sowbane mosaic virus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Sobelivirales;Solemoviridae;Sobemovirus	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Pisoniviricetes	-	Sobelivirales	-	Solemoviridae	-	Sobemovirus	-	-
YP_002158815	Sowbane mosaic virus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Sobelivirales;Solemoviridae;Sobemovirus	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Pisoniviricetes	-	Sobelivirales	-	Solemoviridae	-	Sobemovirus	-	-
YP_002268402	Senecavirus A	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Caphthovirinae;Senecavirus;Senecavirus valles	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Pisoniviricetes	-	Picornavirales	-	Picornaviridae	Caphthovirinae	Senecavirus	-	-
YP_002290966	Astrovirus MLB1	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus 6	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Stelpaviricetes	-	Stellavirales	-	Astroviridae	-	Mamastrovirus	-	Mamastrovirus 6
YP_002290967	Astrovirus MLB1	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus 6	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Stelpaviricetes	-	Stellavirales	-	Astroviridae	-	Mamastrovirus	-	Mamastrovirus 6
YP_002290968	Astrovirus MLB1	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus 6	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Stelpaviricetes	-	Stellavirales	-	Astroviridae	-	Mamastrovirus	-	Mamastrovirus 6
YP_002302219	Rotavirus A	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae;Rotavirus	Viruses	Riboviria	Orthornavirae	Duplornaviricota	-	Resentoviricetes	-	Reovirales	-	Sedoreoviridae	-	Rotavirus	-	-
YP_002302220	Rotavirus A	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae;Rotavirus	Viruses	Riboviria	Orthornavirae	Duplornaviricota	-	Resentoviricetes	-	Reovirales	-	Sedoreoviridae	-	Rotavirus	-	-
YP_002302221	Rotavirus A	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae;Rotavirus	Viruses	Riboviria	Orthornavirae	Duplornaviricota	-	Resentoviricetes	-	Reovirales	-	Sedoreoviridae	-	Rotavirus	-	-
YP_002302222	Rotavirus A	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae;Rotavirus	Viruses	Riboviria	Orthornavirae	Duplornaviricota	-	Resentoviricetes	-	Reovirales	-	Sedoreoviridae	-	Rotavirus	-	-
YP_002302223	Rotavirus A	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae;Rotavirus	Viruses	Riboviria	Orthornavirae	Duplornaviricota	-	Resentoviricetes	-	Reovirales	-	Sedoreoviridae	-	Rotavirus	-	-
YP_002302224	Rotavirus A	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae;Rotavirus	Viruses	Riboviria	Orthornavirae	Duplornaviricota	-	Resentoviricetes	-	Reovirales	-	Sedoreoviridae	-	Rotavirus	-	-
YP_002302225	Rotavirus A	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae;Rotavirus	Viruses	Riboviria	Orthornavirae	Duplornaviricota	-	Resentoviricetes	-	Reovirales	-	Sedoreoviridae	-	Rotavirus	-	-
YP_002302228	Rotavirus A	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae;Rotavirus	Viruses	Riboviria	Orthornavirae	Duplornaviricota	-	Resentoviricetes	-	Reovirales	-	Sedoreoviridae	-	Rotavirus	-	-
YP_002302229	Rotavirus A	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae;Rotavirus	Viruses	Riboviria	Orthornavirae	Duplornaviricota	-	Resentoviricetes	-	Reovirales	-	Sedoreoviridae	-	Rotavirus	-	-
YP_002302230	Rotavirus A	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae;Rotavirus	Viruses	Riboviria	Orthornavirae	Duplornaviricota	-	Resentoviricetes	-	Reovirales	-	Sedoreoviridae	-	Rotavirus	-	-
YP_002302261	Carrot mottle virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Tolucaviricetes;Tolivirales;Tombusviridae;Calvusvirinae;Umbravirus;Umbravirus maculacarotae	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Tolucaviricetes	-	Tolivirales	-	Tombusviridae	Calvusvirinae	Umbravirus	-	Umbravirus maculacarotae
YP_002302260	Carrot mottle virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Tolucaviricetes;Tolivirales;Tombusviridae;Calvusvirinae;Umbravirus;Umbravirus maculacarotae	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Tolucaviricetes	-	Tolivirales	-	Tombusviridae	Calvusvirinae	Umbravirus	-	Umbravirus maculacarotae
YP_002302328	Influenza C virus (C/Ann Arbor/1/50)	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Gammainfluenzavirus;Gammainfluenzavirus influenzae	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Polyploviricotina	Insthoviricetes	-	Articulavirales	-	Orthomyxoviridae	-	Gammainfluenzavirus	-	Gammainfluenzavirus influenzae
YP_002302329	Influenza C virus (C/Ann Arbor/1/50)	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Gammainfluenzavirus;Gammainfluenzavirus influenzae	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Polyploviricotina	Insthoviricetes	-	Articulavirales	-	Orthomyxoviridae	-	Gammainfluenzavirus	-	Gammainfluenzavirus influenzae
YP_002302561	Potato latent virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Betaflexiviridae;Quinvirinae;Carlavirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Betaflexiviridae	Quinvirinae	Carlavirus	-	-
YP_002302562	Potato latent virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Betaflexiviridae;Quinvirinae;Carlavirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Betaflexiviridae	Quinvirinae	Carlavirus	-	-
YP_002302557	Potato latent virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Betaflexiviridae;Quinvirinae;Carlavirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Betaflexiviridae	Quinvirinae	Carlavirus	-	-
YP_002302558	Potato latent virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Betaflexiviridae;Quinvirinae;Carlavirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Betaflexiviridae	Quinvirinae	Carlavirus	-	-
YP_002302559	Potato latent virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Betaflexiviridae;Quinvirinae;Carlavirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Betaflexiviridae	Quinvirinae	Carlavirus	-	-
YP_002302560	Potato latent virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Betaflexiviridae;Quinvirinae;Carlavirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Betaflexiviridae	Quinvirinae	Carlavirus	-	-
YP_002308371	Lettuce yellow mottle virus	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Betarhabdovirinae;Cytorhabdovirus;Cytorhabdovirus lactucamaculante	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Betarhabdovirinae	Cytorhabdovirus	-	Cytorhabdovirus lactucamaculante
YP_002308372	Lettuce yellow mottle virus	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Betarhabdovirinae;Cytorhabdovirus;Cytorhabdovirus lactucamaculante	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Betarhabdovirinae	Cytorhabdovirus	-	Cytorhabdovirus lactucamaculante
YP_002308373	Lettuce yellow mottle virus	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Betarhabdovirinae;Cytorhabdovirus;Cytorhabdovirus lactucamaculante	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Betarhabdovirinae	Cytorhabdovirus	-	Cytorhabdovirus lactucamaculante
YP_002308374	Lettuce yellow mottle virus	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Betarhabdovirinae;Cytorhabdovirus;Cytorhabdovirus lactucamaculante	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Betarhabdovirinae	Cytorhabdovirus	-	Cytorhabdovirus lactucamaculante
YP_002308375	Lettuce yellow mottle virus	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Betarhabdovirinae;Cytorhabdovirus;Cytorhabdovirus lactucamaculante	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Betarhabdovirinae	Cytorhabdovirus	-	Cytorhabdovirus lactucamaculante
YP_002308376	Lettuce yellow mottle virus	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Betarhabdovirinae;Cytorhabdovirus;Cytorhabdovirus lactucamaculante	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Betarhabdovirinae	Cytorhabdovirus	-	Cytorhabdovirus lactucamaculante
YP_002308433	Grapevine Algerian latent virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Tolucaviricetes;Tolivirales;Tombusviridae;Procedovirinae;Tombusvirus;Tombusvirus algeriaense	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Tolucaviricetes	-	Tolivirales	-	Tombusviridae	Procedovirinae	Tombusvirus	-	Tombusvirus algeriaense
YP_002308432	Grapevine Algerian latent virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Tolucaviricetes;Tolivirales;Tombusviridae;Procedovirinae;Tombusvirus;Tombusvirus algeriaense	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Tolucaviricetes	-	Tolivirales	-	Tombusviridae	Procedovirinae	Tombusvirus	-	Tombusvirus algeriaense
YP_002308431	Grapevine Algerian latent virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Tolucaviricetes;Tolivirales;Tombusviridae;Procedovirinae;Tombusvirus;Tombusvirus algeriaense	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Tolucaviricetes	-	Tolivirales	-	Tombusviridae	Procedovirinae	Tombusvirus	-	Tombusvirus algeriaense
YP_002308429	Grapevine Algerian latent virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Tolucaviricetes;Tolivirales;Tombusviridae;Procedovirinae;Tombusvirus;Tombusvirus algeriaense	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Tolucaviricetes	-	Tolivirales	-	Tombusviridae	Procedovirinae	Tombusvirus	-	Tombusvirus algeriaense
YP_002308434	Imperata yellow mottle virus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Sobelivirales;Solemoviridae;Sobemovirus	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Pisoniviricetes	-	Sobelivirales	-	Solemoviridae	-	Sobemovirus	-	-
YP_002308435	Imperata yellow mottle virus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Sobelivirales;Solemoviridae;Sobemovirus	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Pisoniviricetes	-	Sobelivirales	-	Solemoviridae	-	Sobemovirus	-	-
YP_002308437	Imperata yellow mottle virus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Sobelivirales;Solemoviridae;Sobemovirus	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Pisoniviricetes	-	Sobelivirales	-	Solemoviridae	-	Sobemovirus	-	-
YP_002308438	Scrophularia mottle virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Tymoviridae;Tymovirus;Tymovirus scrophulariae	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Tymoviridae	-	Tymovirus	-	Tymovirus scrophulariae
YP_002308439	Scrophularia mottle virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Tymoviridae;Tymovirus;Tymovirus scrophulariae	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Tymoviridae	-	Tymovirus	-	Tymovirus scrophulariae
YP_002308440	Scrophularia mottle virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Tymoviridae;Tymovirus;Tymovirus scrophulariae	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Tymoviridae	-	Tymovirus	-	Tymovirus scrophulariae
YP_002308441	Nemesia ring necrosis virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Tymoviridae;Tymovirus;Tymovirus nemesiae	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Tymoviridae	-	Tymovirus	-	Tymovirus nemesiae
YP_002308442	Nemesia ring necrosis virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Tymoviridae;Tymovirus;Tymovirus nemesiae	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Tymoviridae	-	Tymovirus	-	Tymovirus nemesiae
YP_002308443	Nemesia ring necrosis virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Tymoviridae;Tymovirus;Tymovirus nemesiae	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Tymoviridae	-	Tymovirus	-	Tymovirus nemesiae
YP_002308444	Plantago mottle virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Tymoviridae;Tymovirus;Tymovirus plantagonis	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Tymoviridae	-	Tymovirus	-	Tymovirus plantagonis
YP_002308445	Plantago mottle virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Tymoviridae;Tymovirus;Tymovirus plantagonis	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Tymoviridae	-	Tymovirus	-	Tymovirus plantagonis
YP_002308446	Plantago mottle virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Tymoviridae;Tymovirus;Tymovirus plantagonis	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Tymoviridae	-	Tymovirus	-	Tymovirus plantagonis
YP_002308453	Narcissus yellow stripe virus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Patatavirales;Potyviridae;Potyvirus	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Stelpaviricetes	-	Patatavirales	-	Potyviridae	-	Potyvirus	-	-
YP_002308472	Simian T-cell lymphotropic virus 6	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Deltaretrovirus;Primate T-lymphotropic virus 3	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
YP_002308473	Simian T-cell lymphotropic virus 6	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Deltaretrovirus;Primate T-lymphotropic virus 3	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
YP_002308474	Simian T-cell lymphotropic virus 6	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Deltaretrovirus;Primate T-lymphotropic virus 3	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
YP_002308477	Simian T-cell lymphotropic virus 6	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Deltaretrovirus;Primate T-lymphotropic virus 3	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
YP_002308475	Simian T-cell lymphotropic virus 6	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Deltaretrovirus;Primate T-lymphotropic virus 3	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
YP_002308476	Simian T-cell lymphotropic virus 6	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Deltaretrovirus;Primate T-lymphotropic virus 3	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
YP_002308569	Blackberry chlorotic ringspot virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Bromoviridae;Ilarvirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Martellivirales	-	Bromoviridae	-	Ilarvirus	-	-
YP_002308570	Blackberry chlorotic ringspot virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Bromoviridae;Ilarvirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Martellivirales	-	Bromoviridae	-	Ilarvirus	-	-
YP_002308571	Blackberry chlorotic ringspot virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Bromoviridae;Ilarvirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Martellivirales	-	Bromoviridae	-	Ilarvirus	-	-
YP_002308572	Blackberry chlorotic ringspot virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Bromoviridae;Ilarvirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Martellivirales	-	Bromoviridae	-	Ilarvirus	-	-
YP_002308573	Blackberry chlorotic ringspot virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Bromoviridae;Ilarvirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Martellivirales	-	Bromoviridae	-	Ilarvirus	-	-
YP_002308577	Anagyris vein yellowing virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Tymoviridae;Tymovirus;Tymovirus anagyris	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Tymoviridae	-	Tymovirus	-	Tymovirus anagyris
